beer/name,beers_average
Old Krogh Oatmeal Stout,4.01
Czarny D&#261;b,4.01
Michigan Brewing Tripel,4.01
Darkstar Oatmeal Stout,4.01
Nürnberger Helles,4.01
Portsmouth Bottle Rocket IPA,4.01
Chatham Porter,4.01
Ahtanum IPA,4.01
Dynamo Hum,4.01
Dunkler Stern,4.01
Ground Hog Shadow,4.01
Hop Dog Harvest Pale Ale,4.01
Wingnut,4.01
Uncle Billy's Bitchin' Camaro,4.01
Horse-Ale,4.01
Wallonia De Luxe,4.01
Old No. 55,4.01
Lil' Davey Totes,4.01
HOPpopatamus,4.01
Shockoe Espresso Stout,4.01
Hummel Räucherator,4.01
Anniversary Ale--2008 ESB,4.01
Portsmouth Coffee Milk Stout,4.01
Black Bretty,4.01
Barleywine 2006,4.01
Punkin Drublic,4.01
Mönchshof Schwarzbier,4.01
Black Fog Nitro Stout,4.01
Black Forest Oktoberfest,4.01
Spruce Lager,4.01
Bolten Alt,4.01
Black Swan ESB,4.01
Stout Of Monte Fisto,4.01
Série Signature Rauchbier,4.01
Bandersnatch Dragon Slayer Porter,4.01
Slainte Scottish Style Ale,4.01
Beach Brown Ale,4.01
Elephant Seal,4.01
Black Pearl X,4.01
MaiBoch,4.01
Mellow Marzen Amber Lager,4.01
Fin De Siècle,4.01
Victory Idyll Ale,4.01
Gunslinger Smoked Helles,4.01
Exodus,4.01
Henley HayFeweizen,4.01
Blast Off (Whiskey Barrel) Barleywine,4.01
Drake's Hopocalypse,4.01
Punjabi Pale Ale,4.02
Hale's Palette Jack,4.02
Founders Mister E Froot,4.02
Spring Training IPA,4.02
Hop Project #53,4.02
Beech Street Bitter,4.02
Tamerlane Brown Porter,4.02
Founders Foreign Spy Rye,4.02
Warmer Winter Winter Warmer,4.02
Founders Bitter Ol' Man,4.02
Queen Nina's Imperial IPA,4.02
Palmetto Espresso Porter,4.02
Stoudt's Fat Dog (Imperial Oatmeal Stout),4.02
Beantowne Espresso Stout,4.02
Spring Zing,4.02
Black Widow Porter,4.02
Dubbel Helix,4.02
Blond,4.02
Max Pale,4.02
Bennie's Brew,4.02
Pittsfield ESB,4.02
Roadside Fresh Hop,4.02
Smokey,4.02
Rigor Mortis Blonde,4.02
La Fosse Blonde,4.02
Dog Schwarz,4.02
Dubbel Trubbel,4.02
Honey Badger Saison,4.02
69 Munich Lager,4.02
Twain's Jumping Frog IPA,4.02
Arbor Brewing Fat Abbot Tripel,4.02
Trapp Oktoberfest,4.02
Scratch Beer 11 - 2008,4.02
Great Lakes Burning River Pale Ale,4.02
Apeman Ale,4.02
Lambic #3,4.02
Sibirskaya Korona Yantarnoye,4.02
Galactic Imperial Red,4.02
Thor,4.02
Blanche De L'Ermitage,4.02
Olallieberry/Acai Lambic,4.02
Coconut Mango Masala Mama IPA,4.02
World Famous IPA,4.02
Old Eagle Wheat Wine,4.02
Port Barrel Aged Imperial Stout With Raspberries And Chocolate,4.02
Banana Bread Wheat Ale,4.02
Honey Stout,4.02
21st Anniversary Fresh Hop Pale Ale,4.02
YSD (Yates' Special Draught),4.02
2 Hills Maibock,4.02
Spinnakers Currant Noir,4.02
Cranberry Lam-B-Q,4.02
Thirteen,4.02
Cuvee-Brut,4.02
Black Hole Lager,4.02
House Ales Biergotter Matt's Marathon Mild,4.02
Victory At Sea Coffee Vanilla Imperial Porter (Rum Barrel Aged),4.02
Auld Asheville Vintage Ale,4.02
Piper Down Scottish Ale (Bourbon Barrel Aged),4.02
Velvet Merlin (Merkin),4.02
Big Red Coq,4.02
Wolfsblood Scotch Ale (Barrel Aged),4.02
Fumator,4.02
Willimantic Station A Porter,4.02
Thai P.A.,4.02
Venom Double IPA,4.02
Sour Brown,4.02
Catamount Pale Ale,4.02
Special Amber Ale,4.02
Schijndels Honingbier,4.02
Avery Anniversary Ale - Thirteen,4.02
Field Trip IPA,4.02
Gordon Biersch Alt Together Now,4.02
Rare Vos (Amber Ale),4.02
Kuhnhenn Dark Heathen Triple Bock,4.02
Golden Mean,4.02
Odell Wheatwine,4.02
Rothaus Eis Zäpfle,4.02
Disco Dog IPA,4.02
Invasion IPA,4.02
Blackbeerd Imperial Stout,4.02
Brilliant Stout,4.02
Chocolate Cream Stout,4.02
Yammityville Horror Sweet Potato Ale,4.02
Piper Down! Scotch Ale,4.02
Pars Persian Style Beer,4.02
Stone 8th Anniversary Ale,4.02
Framboise Lambic,4.02
Apple Pie Ale,4.02
Hondo Keller Bier,4.02
Bellegems Bruin,4.02
Bell's Hole In The Bucket,4.02
Wind Valley Weizen,4.02
Stone 06.06.06 Vertical Epic Ale,4.02
Honey Saison,4.02
Red Duck The Ox,4.02
Xbeeriment Black Force One,4.02
Hop Ottin' IPA,4.02
Pueblo Chile,4.02
Oude Kriek,4.02
The Brew Kettle Doppel Scotch Lager,4.02
Small Hands,4.02
Colyer Kölsch,4.02
Oliver's Punk (Dry-Hopped With Citra),4.02
Brandenburger Dunkler Bock,4.02
Bourbon Barrel Aged Scottish Ale,4.02
Smuttynose S'muttonator (Big Beer Series),4.02
Red Sock Bock,4.02
Nuptial Ale,4.02
Night Sky,4.02
McGuire&#8217;s Irish Stout,4.02
Elevator Walloon Saison,4.02
The Brew Kettle Cabo Wabo Old 21 Imperial IPA,4.02
Light Gold Ale,4.02
Akiraku,4.02
Unertl Mühldorfer Weissbier,4.02
Beach House,4.02
Jamie's Bock,4.02
BiBerry Ale,4.02
Imperial English IPA,4.02
Badger Red Rye,4.02
Harvey's Hefeweizen,4.02
Matt's Marathon Mild,4.02
Sleggehammer,4.02
Blanda Drops,4.02
Romulus,4.02
Magnum P.A. West Coast IPA,4.02
Ardent IPA,4.02
Jack's Reserve Barley Wine,4.02
Abes Honest Ale,4.02
Grand Union Gold,4.02
Jewish Rye Beer,4.02
Slumbrew Flagraiser IPA,4.02
Vinny's Pumpkin Ale,4.02
Popskull,4.02
Dark Apparition - Mole,4.02
Big Slick,4.02
Ozeno Yukidoke IPA,4.02
Fusion III,4.02
Stop Making Sense Eisbock,4.02
Drawn And Portered,4.02
Blackout,4.02
Sommer's Milk Stout,4.02
Divine Intervention,4.02
Hawkshead Brodie's Prime,4.02
Mai Oh Maibock,4.02
Coronado 13th Anniversary - Imperial Smoked Brown Ale,4.02
Oatmeal Stout Ale,4.02
Baracus,4.02
Harry Porter,4.02
Horse Feathers Rye,4.02
Kinsale FES,4.02
Aroma Prieta,4.02
18th Anniversary Pilsner,4.02
Goschie's Sterling Pale Ale,4.02
Twist Of Fate Bitter Ale,4.02
Winter Creek Weizenbock,4.02
Instigator Doppelbock,4.02
White Oak,4.02
Darkest Night,4.02
Germinator Doppelbock,4.02
Smokin' Bagpipes Strong Scotch Ale,4.02
Pour Les Oiseaux,4.02
Skunk-Ape Stout,4.02
Ouden Bruinen,4.02
Ne Goeien Saison,4.02
110K+OT Batch #3 - The Other West Coast IPA - Cedar Aged (Humidor Series),4.02
Smooth Hoperator,4.02
Beck Kellerbier,4.02
Founders Dirty Darkness,4.02
Papier,4.02
12 Year Anniversary Ale,4.02
Gleumes Lager,4.02
Sweetwater Oak Aged Creeper (Bordeaux French Oak 2nd Run),4.02
Brouwer's Imagination Series Saison 2008,4.02
Doheny Double IPA,4.02
Blanche Neige,4.02
Bozone Funky Virtue,4.02
Arbor Brewing St. Pat's Strong Stout,4.02
Fifteen,4.02
Shocker,4.02
Super Pils,4.02
Montagnaise,4.02
Maduro Oatmeal Brown Ale - Cacao Aged,4.02
Heart Of Darkness,4.02
E.xtra S.tellar B.itter,4.02
Emmett's Belgian Trippel,4.02
Grandma's Homemade Ale,4.02
Dark Hollow Artisanal Ale,4.02
Gypsy IPA,4.02
La Rullés Triple (Bière De Gaume),4.02
DeadEye Jack,4.02
Southampton Saison Faucille,4.02
Centennial Saison,4.02
Ilmen Lager Beer,4.02
Sünner Hefeweizen,4.02
Leatherlips IPA,4.02
"Seven, The ESB",4.02
Celtic Red,4.02
Buffalo Stout,4.02
Ovation Oktoberfest,4.02
Baldwin And Cooper's Best Bitter,4.02
White Birch Holiday Ale 2010,4.02
Bohemian Keller Pilsner,4.02
Black Fox Saison,4.02
Highland Pale Ale,4.02
Draught House Brown Ale,4.02
Java Joe's Porter,4.02
Scratch Beer 56 - 2011 (Single Hop Simcoe),4.02
Friar's Decadence,4.02
Caracole Brune,4.02
Uberhoppy IPA,4.02
Isabella Blonde,4.02
Limit Dextrin IPA,4.02
Rye Knot,4.02
"Rogue Ten Thousand Brew Ale (Brew 10,000)",4.02
Black Hole XXX Stout,4.02
Chicago Belgian Dubbel,4.02
Karg Weizen-Bock,4.02
Big Horn Bock,4.02
Olewine's Brown,4.02
Terrapin 90 Shelling Scotch Ale,4.02
Dark Hops,4.02
Black Blood,4.02
Fermentation Without Representation,4.02
Blanche De Newland,4.02
Batch 3000 Millennium Bock,4.02
Hr. Papsø,4.02
Terrapin Reunion Beer 2009,4.02
Alfa Bokbier,4.02
Amsterdam Tempest Imperial Stout,4.02
Black Bear XX Stout,4.02
St. Ted's Red,4.02
Kipling,4.02
Highland Cold Mountain Winter Ale,4.02
Abandon Ship W/chipotle,4.02
He'Brew Bittersweet Lenny's R.I.P.A.,4.02
MacGregor's Big Man Porter,4.02
Saison Belgian Ale,4.02
State Street Porter,4.02
Scotch Reserve,4.02
Willimantic Rye Winterfest,4.02
Ben Nevis Barley Wine,4.02
Total Crystalation (Fresh Hop Total Domination),4.02
Niagara Apple Ale,4.02
Alt-Oberurseler Pils,4.02
Uber Pils,4.02
Diabolique,4.02
Imperial Cranberry Cream Stout,4.02
Kookaburra Premium Ale,4.02
Harpoon Wit Beer (100 Barrel Series #02),4.02
Simcoe Single Hop IPA,4.02
Texas Speedbump IPA,4.02
Snowstorm 2001,4.02
Kuhnhenn Belgian IPA,4.02
Hunebed Blond,4.02
Wutizit,4.02
Triple Sweet Action,4.02
Rothaus Hefeweizen,4.02
1633 Original Dunkel,4.02
Oppigårds Indian Tribute,4.02
Fall Down Brown,4.02
Nut Hugger Brown,4.02
Celestus,4.02
Autumn Splendor Pumpkin Ale,4.02
Serpent's Stout - Bourbon Barrel Fermented,4.02
Bitter Brother,4.02
Stone Bluff Pils,4.02
Malheur 10°,4.02
Bourbon Barleywine,4.02
Munich Winterbock,4.02
Chuli Stout,4.02
Brownstone,4.02
Black Tokyo Horizon,4.02
Perfected Pale Ale,4.02
Olde Towne Emancipation Double IPA,4.02
Ambrèe,4.02
Whiskey-Vanilla Smoked Porter,4.02
Bocq Christmas,4.02
Jack D'or,4.02
Acorn Old Moor Porter,4.02
Sawyer's Triple,4.02
Our Finest Regards,4.02
Capstan,4.02
Lyndale Brown Ale,4.02
Distill My Heart Bourbon Stout,4.02
Saison Of Early Summer,4.02
Alpirsbacher Klosterbräu Naturtrüb,4.02
Rum Porter,4.02
Maduro Porter,4.02
Stampede Stout,4.02
Smuttynose JD Barrel Aged Barleywine (Big Beer Series),4.02
Otter Creek Vermont Lager Dryhopped W/ Celeia Hops,4.02
Rhine Heights,4.02
Bourbon Fred From The Wood,4.02
Peregrin Took IPA,4.02
Extra I.P.A.,4.02
Rodeo Clown,4.02
Boscos Hefeweizen,4.02
Diabolical Dubbel,4.02
Posca Rustica,4.02
Ringneck AltMonster,4.02
Imperial India,4.02
Beijing Black,4.02
Bonfire Chocolate Milk Stout,4.02
Breckenridge Strawberry Wheat,4.02
Bullpout Stout,4.02
Midtfyns / De Molen X Porter,4.02
Winter Brew 2002,4.02
Ciney Speciale,4.02
Valley Brew Collabrotive Evil,4.02
2cc Red,4.02
Big Trout Stout,4.02
Saison Du Pump,4.02
Abnormal Genius,4.02
Allagash Musette - Dry Hopped,4.02
Short's Anniversary Ale Part Deux 2007 - Grapefruit Version,4.02
Moosejaw Dunkel Lager,4.02
Angry Scotch Ale,4.02
J. Henry Mild Brown Ale,4.02
Double Deuce Pale Ale,4.02
Olde Suffolk English (Strong Suffolk Vintage) Ale,4.02
Belgian Cowboy Saison,4.02
Heynekamp Dutch Lager,4.02
Cash Stout Oatmeal Stout,4.02
Arcadia London Porter,4.02
Barley's Chocolate Oatmeal Stout,4.02
Brugge Bastard,4.02
Bottleworks Imagination Series VIII 140 Schilling Scotch Ale,4.02
Postel Tripel,4.02
Traquair 900,4.02
La Boheme,4.02
St. Feuilllien La Blanche,4.02
White Dog IPA,4.02
Square Nail Pale Ale,4.02
Bock Of The Bat,4.02
Scarlet Harlot,4.02
Clipper City Winter Ale,4.02
Brandy Barrel Piti Porter,4.02
Dark Earth Stout,4.02
Hornecker Hefeweizen Export,4.02
Hessian Smog,4.02
Our Special Ale 2009 (Anchor Christmas Ale),4.02
Cowboy Meets Farmer,4.02
Louie Light,4.02
Thick White Freeks,4.02
Courage Directors Winter Warmer,4.02
Remus,4.02
Fisherman's Imperial Pumpkin Stout,4.02
Dax Maibock,4.02
Stour Valley Strong (SVS),4.02
Slim Pickin's,4.02
O-Tay,4.02
O'Reilly's Irish Red,4.02
Sea Level Stout,4.02
Barrel Aged Olde Bartholomew,4.02
Boozer Chavez - 2nd Anniversary Ale,4.02
Mayhem - Belgian-Style Double IPA,4.02
Oud Beersel Oude Geuze Vieille,4.02
Umbel Magna,4.02
Jungle De Rus (Stillwater / Voodoo Collaboration),4.02
Le Tete Fontaine,4.02
Evolution IPA,4.02
Calumet,4.02
Voodoo Monkey Chocolate Stout,4.02
Yale Club Lager,4.02
Copper John Pale Ale,4.02
Illumination Double IPA,4.02
Blanche De Brooklyn,4.02
Thorbräu Portator,4.02
Brew Moon Bière Blache,4.02
Kiawe Honey Porter,4.02
Southport SouthPorter,4.02
Bombay Indian Pale Ale,4.02
Bags Packed Porter,4.02
Switchback Stout,4.02
"Belgian-Style \"White\" Beer",4.02
Meatwhistle Imperial Stout,4.02
Brooklyn Dry Stout,4.02
St. Louis Cassis Kir Royal,4.02
Bourbon Barrel Oatmeal Stout,4.03
Hakusekikan Niwa Weisse - Shizen Beer,4.03
Zinnebir,4.03
Pike Street XXXXX Stout,4.03
County Street Amber,4.03
Saphir Bock,4.03
Hillsborough River Dry Stout (Patio Tools) - Cedar Aged (Humidor Series),4.03
Bourbon County Black Out,4.03
Aecht Schlenkerla Rauchbier Märzen,4.03
Cowabunga Cream Stout,4.03
Reed's Wee Heavy,4.03
Moondog ESB,4.03
Slap Happy Abbey,4.03
South Paw,4.03
Return To Magenta,4.03
West Coast Black,4.03
Autumn Bock,4.03
Z Man (Bourbon Barrel Aged),4.03
O.P.P. (Olde Pumpkin Porter),4.03
Black Cloud Oatmeal Stout,4.03
Caserne 30,4.03
Hop Prop IPA,4.03
Nils Oscar Kalaspåsköl 2011,4.03
De Leckere Tripel,4.03
2XIPA,4.03
Raging Bitch Belgian-Style IPA,4.03
Mort Subite Oude Lambik,4.03
Session Ale #32: Maybe Friday (Belgian Pale Ale),4.03
Twain's Tidy Soul Dunkelweiss,4.03
Southampton Cream Stout,4.03
On Belay IPA,4.03
Pumking,4.03
Maisacher Dunkel Weizen,4.03
Southampton Foreign Extra Stout,4.03
Red Bitter,4.03
8 Malty Nights,4.03
Dirty Harry,4.03
Postiljon,4.03
Scratch Beer 5 - 2007,4.03
Red In The Face Ale,4.03
King George's Nut Brown Ale,4.03
Smoked Hefe,4.03
Morro Bay Winter Wheat Bock,4.03
Loopy Lupulin Double IPA,4.03
Hitachino Nest Celebration Ale,4.03
Dark Saison,4.03
Starobrno Black Drak,4.03
Great Lakes The Stein Bock,4.03
The Stein Bach,4.03
Mea Culpa (Beer Mania),4.03
76 Barrel Aged Sour With Cherries,4.03
California Stars,4.03
St. Sinistus,4.03
Where Lizards Dare,4.03
Barley's Matt Paulson's American Pale Ale,4.03
Schlafly Robust Porter,4.03
Summit Black Ale,4.03
Gold Rush Ale,4.03
Titanic New York Wheat Porter,4.03
Adirondack Double Chocolate Imperial Stout,4.03
Dizzy,4.03
Galway Hooker Irish Pale Ale,4.03
Kitzinger Kolsch,4.03
Page 24 Bière De Noël,4.03
Wild Rose Kolsch,4.03
Glühkriek,4.03
Dead Bear Imperial Stout,4.03
Home Town Blonde,4.03
Aureus,4.03
Lambicus Dexterius,4.03
Spicy Brown Ale,4.03
Front Street Oktoberfest,4.03
Avery Anniversary Ale - Fourteen,4.03
Weizen Dopplebock,4.03
Jack Mormon Coffee Stout,4.03
Willimantic Junk Mail IPA,4.03
Willimantic Dyvyl Hopyard IPA,4.03
Imperial Hop Diggidy,4.03
Quinquepartite,4.03
Traffic Jam Winter Warmer,4.03
Aiken Abbey Ale,4.03
Kill Shot Scotch Ale,4.03
Double Buckethead DIPA,4.03
Midas,4.03
Nebula Oatmeal Stout,4.03
Dark Horse Tres Blueberry Stout,4.03
Bourbon Cherry Stout,4.03
CoCoNut Porter,4.03
Pisgah Dark Chocolate Nitro Stout,4.03
Crooked Coast Amber Ale,4.03
Woodcut No. 4 - Oak Aged Double Marzen-Style Lager,4.03
Two Captains,4.03
Lake Louie Warped Speed Scotch Ale,4.03
Pisgah Schwarzbier,4.03
Bourbon Burly Wine,4.03
Doppelt IPA - Double India Pale Ale,4.03
Ommegang Adoration Ale,4.03
"\"Marnie\" Gras Carnival Ale",4.03
Reinke's Wit,4.03
Re-action,4.03
Columbus 12 Hops Of Christmas,4.03
Moh Gwai,4.03
Graff Toerring Bock,4.03
Bad Penny Imperial IPA,4.03
Dirty Politics Double Black,4.03
Dry-Side Stout,4.03
Cambridge House Smokey The Beer,4.03
Stone Old Guardian Barley Wine Style Ale 2008,4.03
Vormann Pils,4.03
