beer/name,beers_average
Wies'nbier,1.52
Willie's Scottish Ale,1.52
North Beach Ale,1.53
Genuine ALE,1.53
Horus,1.53
Schierlinger Pils,1.53
Flame Beer,1.53
Angus MacDougals Scottish Red Ale,1.53
Hike Premium Beer,1.53
"Fink Bräu Pils 2,1%",1.53
Hit Super Strong,1.53
Birra Fidel,1.53
Asahi Shinnama 3,1.53
Roughrider Pilsner,1.53
Gros Cochon,1.53
La Gwilh,1.53
Jacob Hackstein Light,1.53
Ninkasi Bier,1.53
Holsten Fusion Kurrant,1.53
Spluga Pils,1.53
"Red, White & Blue",1.54
La Keriche,1.54
Sunshine Coast Robinsons Chilli Beer,1.54
Tesco Dutch Export Lager,1.54
Hollows Superior Alcoholic Ginger Beer,1.54
Mexicali Light,1.54
Crushers,1.54
Griffes Du Diable,1.54
Sunshine Coast Robinsons Hot Chilli Beer,1.54
Hussong's,1.55
C&#275;su Light,1.55
PC 2.5 G Low Carb,1.55
Midnight Lager,1.55
Neumarkt Premium,1.55
"Anderssons Extra 7,2%",1.55
JT Schmid's Bock,1.55
Oaked Black Eye Imperial Stout,1.55
Otra Beer,1.55
John Labatt Summer Cream Ale,1.55
Ivona Pils,1.55
XXXX DL Lager,1.56
Ranfurly Draught,1.56
Kronenbourg Tradition Allemande,1.56
Spotlight,1.56
Magadanskoye Barkhatnoye,1.56
Stuttgarter Hofbräu Alkoholfrei,1.56
Cabana Light,1.56
Coopers Draught,1.56
Volga Khmelnoye,1.56
MoonShot Beer,1.56
Ofen,1.56
Tooheys Red,1.56
Buxom Blonde,1.56
Budweiser 4,1.56
Dansk Fadøl,1.57
Harboe Premium Traditional Pilsner 4.6%,1.57
KUL,1.57
Vitale Aux Bleuets,1.57
Carlton Sterling,1.57
Jack Hammer High Gravity Lager,1.57
Foster's LightIce,1.57
Drake's FrankenBerry,1.57
Lingen's Blond,1.58
Tuborg Lemons,1.58
Moskovskoye Bochkovoye,1.58
Crystal Premium,1.58
Yarpivo Crystal Wheat (Kristalnoye Pshenichnoye),1.58
Eureka Wild Berry Wheat,1.58
Masthead Island Pils,1.58
Petra 10%,1.58
Divine Harvest Dunkelweiss,1.59
Akinama,1.59
Nitte Witte,1.59
Megalodon,1.59
Castle Lite,1.59
Bavaria Blues,1.59
Vitale Aux Pêches,1.59
Spendrups Lättöl,1.59
Joseph Haslinger Ice,1.59
Agent 99,1.59
Erikoisolut III,1.6
Casey's Smooth Stout,1.6
Gluek Golden Light,1.6
Vernata,1.6
Lagerer,1.6
Snow Dry,1.6
Silver,1.6
Game Day Ice,1.6
Lillehammer Brewery Stout,1.6
La Victor,1.6
Wit Cin'd,1.6
Spendrups Premium Lager Alkoholfri,1.61
Uganda Breweries Pilsner Lager,1.61
Boag's Draught Light,1.61
Evil Eye Sour Green Apple,1.61
Jack's American Lager,1.61
Gulf Lager,1.61
Hasseröder Premium Radler,1.61
Blue Diamond,1.61
Red Kroeker Ale,1.61
Små Vesen Kvernknurr ESB Spesial,1.62
La Distincte,1.62
Holsten Diät Pils,1.62
Earthquake High Gravity Lager,1.62
Glenbar Organic Lager,1.62
Zolotaya Bochka Platinovoye,1.62
Red Von Boorian,1.62
Molson .5,1.63
Wildbräu Landpils,1.63
Totally Dirt Cheap Light Beer,1.63
Åbro Original Lättöl,1.63
Tooheys Gold,1.63
"Harboe Pilsner 2,8%",1.63
Ambar Green,1.63
Mad Max ESB,1.63
Lighthause,1.64
Hopdaemon Bewitched,1.64
Thunder,1.64
Imperial Silver,1.64
"Falcon Weiss 3,5%",1.64
St. Johnsbury Porter,1.64
Q Lager,1.64
Cardinal Red,1.64
Philadelphia Beer,1.65
Meister Bräu,1.65
Joseph Haslinger Light,1.65
Hahn Super Dry 3.5,1.65
Kaiser Summer,1.65
Brewbakers Surf City Blonde Ale,1.65
Saaremaa X,1.65
Sibirskaya Korona Zolotistoye,1.65
"Pripps Blå Light 3,5%",1.65
Pilsener Lite,1.65
Strawberry Mansion Blonde,1.65
Rossa Tipo Bock,1.65
Brick Red Baron Light,1.65
Yanjing 12º Premium Extra,1.65
Crow Beer,1.65
Stejar Pilsner,1.65
Cerise Noire,1.66
Minhas Light,1.66
Super Des Fagnes Malte à Whisky,1.66
Pinnacle Peak Gunslinger Stout,1.66
Beliy Medved Zhivoye,1.66
St. Bruno Bière Brune Sur Lie,1.66
Golden Rule Belgian Ale,1.66
'Nilla Stout,1.66
Boris Cool,1.66
Carlton LJ,1.66
Geelong Light,1.66
Kneewalker Double IPA,1.67
Damndeleven,1.67
Whobilation,1.67
Magnus Sliwkowy,1.67
Asahi Sparks,1.67
Grand Lager,1.67
Gold Crown Beer,1.67
Original Oettinger Malz,1.67
Ole Cotton Top Red,1.67
Wallhall Weizen,1.67
Clausthaler Radler,1.67
Hek Lager,1.67
La Brasse-Temps Des Cerises,1.68
La Spéciale Des Fêtes,1.68
Pachyderm Stout,1.68
Wasseralfinger Spezial,1.68
Sausa Weizen,1.68
Sternquell Pils,1.68
Colón Mestiza,1.68
"Avesta Country 5,3",1.68
Copper Penny Scottish Ale,1.68
Frederick Scholz Lager,1.68
Witch's Brew,1.68
Frederick Schölz Ice,1.68
Mouthy Muskie Ale,1.68
Stella Artois NA,1.68
Sour Rejuvenation,1.69
Kloster,1.69
Rubin Rohto,1.69
Grisette Cerise,1.69
Polymer Pilsner,1.69
Kopparbergs Special Brew Super X-strong,1.69
Adelskronen Pils,1.69
Union Smile,1.69
Millennium Starköl,1.69
Spelty,1.69
Old Miners Gold,1.69
Babe's Classic Golden Ale,1.69
Crown Gold,1.69
Laziza,1.69
Falcon Bayersky 2.1%,1.7
Bootie Light,1.7
Iceni Ported Porter,1.7
Mach Boch,1.7
Buck Range Light,1.7
Sunshine Coast Robinsons Ginger Kegs,1.7
Blue Ice,1.7
West End Draught,1.7
Empire Lager,1.7
Sonnen Brau,1.7
Summer Blonde Ale,1.7
Saint-Laurent Pilsener,1.71
Drive Beer,1.71
Natural Draft,1.71
Taurino Maximo,1.71
La Bergamasca Nera Affumicata,1.71
Greene's Gargolye Amber,1.72
San Mig Strong Ice,1.72
"Arboga 7,3",1.72
Masthead Alpha Pale Ale,1.72
ESB Pale Ale,1.72
Rosé,1.72
Molson Ex Light,1.72
Tuborg Cold Shot 6.5,1.72
Schmidt Ice,1.72
"Pripps Blå Light 2,8%",1.72
Landskron Pupen-Schultzer Schwarzes,1.72
Natty Up,1.72
Old Man Winter Barley Wine,1.72
Kumano Lager,1.72
Asahi Super Malt,1.73
Lobster Lovers Porter,1.73
"Hoegaarden 0,0",1.73
Ironhorse,1.73
Zero-Nama,1.73
Green Sword 8.5,1.73
Red Star Premium,1.73
Petra Premium,1.73
Trade Winds IPA,1.73
"Pripps Julöl 2,2%",1.73
Dukes Big Ass Beer (Hefeweizen),1.73
River Raiders Ale,1.74
Amazon Ale,1.74
Xenabock,1.74
Hoeksch Dubbel,1.74
HanseGold,1.74
Vice Weizen,1.74
Sleeman Clear,1.74
St. Peters Blonde,1.75
Shenandoah Wit Beer,1.75
Bourbon Barrel Aged Coffee Imperial Stout,1.75
Long Tail Light,1.75
Ilzer Barna,1.75
Martens Extra 7.0,1.75
Corona Light,1.75
O'Malley's Emerald Lager,1.75
Jeremiah James Red Ale,1.75
Nacional Pilsen,1.75
Slavena,1.76
Red Rock Vienna Lager,1.76
Serendipity Sour Ale,1.76
Gustav Werner Alt Amber Ale,1.76
Alt Porter,1.76
Church Key The Great Gats Beer,1.76
Molson Ultra,1.76
Ardwen Ambrée,1.76
Crazy Ed's Cave Creek Chili Beer,1.76
Wildcat Strong,1.76
Oranjeboom 3.5,1.76
Pabst Blue Ribbon Strong,1.77
XXXX Export Gold,1.77
Lucky Number High Gravity Lager,1.77
Light Brigade,1.77
Shergill IPA,1.77
Honey Amber,1.77
Tesco German Pilsner,1.77
Früh Kölsch Alkoholfrei,1.77
Michelob Dark,1.77
La Brasse-Temps Des Citron,1.78
Bighead,1.78
Rock Ice Golden Monkey,1.78
"Maribo Slots Pilsner 3,5%",1.78
Stone's Bitter,1.78
NACHWIRKUNGEN-FEST,1.78
Cuvée Des Hauts Voués De L'Avouerie D'Anthisnes,1.78
Red Horse Ale,1.78
Vestfyen Krudtugle Ren Pilsner,1.78
Falter Brau,1.78
Asahi Gubinama,1.78
Dark Bock,1.78
Pabst Blue Ribbon Ice,1.78
Mad Cow IPA,1.78
Kampai,1.78
Dunwoodie's American Brown Ale,1.78
Oransicle,1.78
Pig's Eye Lean,1.78
Ice Beer,1.78
Lynx Royal Lager,1.78
Windkracht 10,1.78
Schincariol Pilsen,1.79
Cerveza Leona,1.79
"TOMP Guldkällan 5,7%",1.79
Aspen Meadow Vanilla Cream Stout,1.79
Singha Draft,1.79
El Dorado Premium Pilsener,1.79
Capital Alt Ale,1.79
Big Red One,1.79
Great Raft Bitter,1.79
Bud Light Chelada,1.79
Florisgaarden Cactus,1.79
Navigator 8.4,1.79
Karmi Classic,1.8
Mike's Own IPA,1.8
Sommaröl (2006),1.8
Hektor,1.8
Gluek Ice,1.8
Doppio Malto,1.8
Michelob Ultra,1.8
Szalo,1.8
Half Stock Ale,1.8
Harboe Dunkel,1.8
Hugh Hefeweizen's Playmate Of The Wheat,1.8
Illinois Pilsner,1.8
Bollenstreek Ale,1.8
Abbaye Saint Paul De Wisques Abdijbier,1.8
Reschs Dinner Ale,1.8
Valaisanne Lager,1.8
Meister Bräu Light,1.8
Rock Hard Red,1.8
Kirin Yawaraka,1.8
Yanjing 2008 Beer,1.8
Thrylos,1.8
Redd Fresh,1.8
Otro Mundo Nut Brown Ale,1.81
Kul Light,1.81
Pub Dog Bourbon Barrel Chocolate Oatmeal Stout,1.81
Risingsbo 1856 Lättöl,1.81
Canadian Cream Ale,1.81
Bud Ice Light,1.81
Paulaner Diät Pils,1.81
Carling Premier,1.81
Haagen Premium Light,1.81
Sainte Paix Cherry,1.81
Jacob Rosenberger & Son Germanic Style Dark,1.81
Elevator Barrel Aged Pomegranate Wheat,1.81
Camino Real Common,1.82
Abita Select Barleywine (DUPLICATE),1.82
Ed Hardy Premium Beer,1.82
Westend 107 Pilsener,1.82
Dirtier Bird,1.82
Cedar Mountain Lager,1.82
La Bécasse Extra Kriek,1.82
Lynx Super Premium Lager,1.82
White Dragon Blegian White,1.82
Buffalo Brewery Lager,1.82
Coureur Des Bois,1.82
Ingver Alus Cherry Beer,1.82
Jacob Best Ice,1.82
Das Braü,1.82
Cook's Light,1.82
Original Oettinger Radler,1.82
Golden King Premium Beer,1.82
Harry's Premium Lager (HPL),1.82
PC Light,1.82
Side Pocket,1.82
Hite Prime,1.83
Amalgamated IPA,1.83
Harboe Årgangssbryg,1.83
Asahi Point One,1.83
Alba,1.83
Eagle Malt,1.83
Barada,1.83
Azumino Dunkel,1.83
Olde Frothingslosh,1.83
Åbro Sigill,1.83
Kick Axe Malt Liquor,1.83
Carlton Premium Dry,1.83
Neumarkter Lammsbräu Dunkle Weisse Alkoholfrei,1.83
Coopers Light Beer,1.83
Pats Lite,1.83
Sin,1.83
Ed Hardy Death Or Light Beer,1.83
Ringnes Extra Gold,1.83
English Stout,1.83
TRUFFE,1.83
Penguin Beer,1.83
Au Brasseur Blonde,1.83
OZ Lager,1.83
Brewhouse Lager,1.83
Imperial Pale,1.84
Specklebelly's Honey Brown,1.84
3 Peppers Pilsner,1.84
Jarrah Jacks Honey Porter,1.84
Sharp's,1.84
Tequiza,1.84
Brew City Lager,1.84
Spluga Bock,1.84
Goachers Fine Light Ale,1.84
"Pripps Blå Pure 4,8%",1.84
Dresdner Felsenkeller Pilsner,1.84
Pelgrim Bockbier,1.84
Sol Cero Limón Y Sal,1.84
Sapporo Draft One,1.84
Snow Leopard Ice,1.84
Tooheys Amber,1.84
Red Power,1.84
Ripplin' Red Raspberry Ale,1.84
Miss Mint,1.84
Pilot Bay Dark,1.84
Martens Low Carbohydrate,1.85
Classic Pilsener,1.85
Salitos Mojito,1.85
Open Pit Porter,1.85
Borg Viking Beer 3.5,1.85
Sapporo Slims,1.85
Grand Funk,1.85
Wildcat Dry,1.85
Tule Wheat Ale,1.85
La Pénombre,1.85
Salitos,1.85
Ant Hill Red Ale,1.85
"Åbro Småland 3,5%",1.85
Donauer Gold,1.85
Quantum,1.85
Buzz,1.85
Shining Star Pale Ale,1.85
Pumpkin Wheat Brown,1.86
Zhigulevskoye,1.86
Gold Coast Queensland Black Ale,1.86
Jupiler NA,1.86
Balatoni Világos,1.86
Irlbacher Premium Exzellent,1.86
Sterling Premium,1.86
K's Mellanöl,1.86
Mt. Pub Ale,1.86
Silver Lager,1.86
Theakston Cool Cask,1.86
Ô Fruit Orange,1.87
Rockhopper Import Lager,1.87
Texas Tornado,1.87
Magna Porter,1.87
Amsterdam Maximator,1.87
Milwaukee Special Reserve,1.87
Jaguar Ice,1.87
Elk Head Extra,1.87
Cassaro Golden Premium Pilsener,1.87
Great Gatsby Abbey,1.87
Otto Bruckman Bavarian Bock,1.87
"Arboga 10,2",1.87
Cheers X-tra Beer,1.87
Apricot Fred,1.87
Carlton Dry,1.87
Dorada,1.87
European Lager,1.87
Rani Lager,1.87
Solodov Svetloye,1.88
Le Secret,1.88
Hodag Wheat Ale,1.88
Harpoon 2009 Chocolate Stout Brewed With Brettanomyces,1.88
Oktober Festbier,1.88
Northern Reserve Special Light,1.88
Blackdown Pot Of Gold,1.88
Anchor Light,1.88
Beer 30 Light,1.88
Stone Strong Lager,1.88
Beijing Beer Original Draft,1.88
Strong Blonde,1.88
Caulier Sugar Free,1.88
Brava Light,1.88
Frederick Scholz Ice,1.88
IBS Sweet FA,1.88
Tr'houb,1.88
Potion Dorée,1.88
Kopparbergs Elk Brew X-Strong,1.89
Kopparbergs Special Brew X-strong,1.89
Half Moon Gold Ale,1.89
Stampede Light,1.89
Winter's Street Strawberry Ale,1.89
Camo High Gravity Lager,1.89
Black Science,1.89
Willy Wonka Bock,1.89
Charles Reibenbach Ice Ale,1.89
Royal Duffer Golf Society Lager,1.89
Yanjing 11º Premium,1.89
Old Skool,1.9
Schmidt's Light,1.9
Arriva,1.9
Old Kingdom,1.9
Hydes Traditional Bitter,1.9
Derbes Strong,1.9
Haro Strait Pale Ale,1.9
Nobelaner Pils,1.9
Genesee NA,1.9
Royal Club 10.5,1.9
Ballards Alchemist,1.9
Engel Tyrolian Bräu WRONG BREWERY SEE SCHWABISCH GMUND,1.9
The Swan On The Portside,1.9
Royal City Lager,1.9
Budweiser Select 55,1.9
Cintra Pilsen,1.9
Red Coat,1.9
Trafalgar Cherry Ale,1.91
Grumpy Tonk's Green Death,1.91
Bios Hop & Mout,1.91
Super Brew 15,1.91
Cherry Rail Fruit Beer,1.91
Tiger Town Beer,1.91
Czechmate Pilser,1.91
Pit Bull High Gravity Ice,1.91
Jacob Hackstein Ice,1.91
Tesco Lager,1.91
Kühbacher Lager,1.91
Blanche De Bruxelles Pêche,1.91
Union Radler Lemon,1.91
Tesco Bière Blonde,1.91
Barbeau L'Audacieuse,1.91
Falls Pale Ale,1.91
Stiprais Alus Walter (Walter Strong Beer),1.91
Spiced Oktoberfest Lager,1.91
Hoeksch Speciaalbier,1.91
Boxer Ice,1.91
Brains IPA,1.91
Vaquero,1.91
Spectrum Amber,1.91
Malina,1.91
192 Brewing Shticky Blonde,1.92
Rock Bottom Cezanne Saison,1.92
Krasniy Vostok Originalnoye,1.92
Camo Black Extra,1.92
Auld Humdinger,1.92
Olympia Genuine Draft,1.92
Thunder Horse Nitro Stout,1.92
Bison Brand Original Wheat,1.92
Landgraf Premium Schankbier,1.92
Pola Beer,1.92
Sun Lik,1.92
Harbor Light,1.92
Port Side Porter,1.92
Éli,1.93
Oink Oink Ale,1.93
R&#299;gas Alus Ori&#291;in&#257;lais (Riga Original Beer),1.93
Hell's Gate Lager,1.93
Sea Of Hands,1.93
Standard Bière Des Rouches,1.93
Libra Mais,1.93
Milwaukee's Best Dry,1.93
Kopparbergs Fagerhult Export,1.93
Tuborg Fine Festival (FF),1.93
Sugomi,1.93
Richmond Lager,1.93
Almaza Pure Malt,1.93
Crown Lager,1.93
Geelong Our Original Pale Ale,1.93
Maotai Beer,1.93
St. Bruno,1.94
La Kamour,1.94
Doppel Caramel,1.94
Desperados Mas,1.94
Lysée Noire,1.94
Valstar,1.94
Terracotta,1.94
Triple 777,1.94
Spendrups Bayerskt Lättöl,1.94
Sealux,1.94
Akasaka Beer,1.94
Kirin Refreshing,1.94
Buffalo Brewery Stout,1.94
Magna Special Craft,1.94
Eggenberg Helles Bier,1.94
Golding's Session Ale,1.94
Two Rows Steamroller Lager,1.94
Frydenlund Pilsener,1.94
Bluetongue Premium Light,1.94
Porter Lorraine,1.94
Dakota Brewing Co. Roughrider Premium,1.94
Maccabee Lager Beer,1.94
Wiibroe Årgangsøl,1.94
Natural Light,1.94
Grans Bright Beer,1.95
Amsterdam Navigator,1.95
Balea,1.95
Game Day Light,1.95
Farmer's Daughter Wheat,1.95
Monte Carlo Raspberry Wheat,1.95
Hop Zombie IPA,1.95
Saxer's Lemon Lager,1.95
Torra Blonde à L'Arbouse,1.95
Carlton Midstrength,1.95
Blind Lust,1.95
Tipo Lager,1.95
Picture City Porter Infused With Star Anise,1.95
Camo Black Ice,1.95
Bennett Dominion Ale,1.95
Shor Fox Red Beer,1.95
I.C. Light Mango,1.95
"Carlsberg Beer 3,5%",1.95
Rock Green Light,1.95
Quake Red Cream Ale,1.95
Arriba Importada Light,1.95
Geelong Bitter,1.95
Perfect 10,1.95
Keeai,1.95
Bud Light,1.95
One-Hopper Belgian IPA,1.95
T Svetloye,1.96
Stoaner Zwerg,1.96
Åbro Sjukommatvåan,1.96
Shachonoyokunomubeer,1.96
Esquire Extra Premium,1.96
S&X,1.96
Vancouver Islander Lager,1.96
Labatt Sterling,1.96
Pig War Oatmeal Stout,1.96
Bière Du Démon,1.96
Haerlemsch Herfst-Bock,1.96
Wildfire Ale,1.96
Maribo Slots Classic,1.96
Camo Silver ICE,1.96
Bagge Bocköl,1.96
Braustolz Kappler Festbier,1.96
Weihnachts Bier,1.96
Gluck Pils,1.96
Almus Lux Beer,1.96
Barkley Sound Honey Almond Light,1.96
Pure Blonde,1.96
All American Light,1.96
Sleeman Premium Light,1.96
Yanjing 10º Beer,1.96
Finbräu Bière Cerise,1.97
Minoh Ukon (Tumeric),1.97
Four O Street Legal Malt Liquor,1.97
Mad Brewer Porter,1.97
Hahn Premium Light,1.97
Budweiser Chelada,1.97
Busch Light,1.97
Poker Beer,1.97
Tres Pjedras,1.97
Ostankinskoye,1.97
Abt Andreas Traditionstrunk,1.97
McNair's Scottish Brown - High Gravity,1.97
Long Ship Lager,1.97
Nuthouse Brown,1.97
Bakufu,1.97
Marstons Resolution / Low C,1.97
Br&#257;lis Sen&#269;u Alus (Br&#257;lis Ancestor Beer),1.97
Glutaner Sorghum-Based Premium Pilsener,1.97
Kilimanjaro Bitter Ale,1.97
Falsbourg Bière Blonde Spéciale,1.97
Wisnia W Piwie,1.98
Wild,1.98
Cheryl's Blonde Ale,1.98
Keystone Premium,1.98
Olympia Ice,1.98
Eumundi Lager,1.98
Unit 6 American Hefeweizen,1.98
Pigskin Porter,1.98
Saskaberry,1.98
6640 Vaux-Sur-Sûre,1.98
Glenk Pils,1.98
Irbis Golden,1.98
Lauterbacher Festtagsbock,1.98
Maribo Slots Guld,1.98
Belgian Brown Bier,1.98
Colônia Extra Lager,1.98
D'HamNation,1.98
Shameful McDale,1.98
West Bend Legacy Lager,1.98
Silver Mullet,1.98
Impy Imperial Stout,1.98
Bud Extra,1.98
Campus Premium,1.98
La Saisonnière Abricot,1.98
Cerveza,1.98
Grunn Goudhaantje,1.99
Minhas Creek Lime,1.99
Sou'Wester,1.99
Miller Lite Ice,1.99
Speight's Summit Lager,1.99
Rein-bold Extra Dry,1.99
La Rossa Dell'Officina,1.99
Caballo Cerveza Extra,1.99
Prairie Pilsner,1.99
Ellis Island Fall Fest,1.99
L'Armûre,1.99
Pom Bomb,1.99
Original C Cave Creek Chili Beer - Cerveza Con Chili,1.99
Top Hat Beer,1.99
Ysta Färsköl,2.0
Rosita Picant,2.0
Harveys India Pale Ale,2.0
Carling Draft,2.0
Tuborg Juleøl 4.5% (Norwegian Version),2.0
La Limette De Duluth,2.0
Winter Park,2.0
Great Western Gold,2.0
Warsteiner Premium Radler Grapefruit,2.0
The Brethren,2.0
Mash Wheat,2.0
Diamond Draft,2.0
Carl Scholz,2.0
Kingway Lager,2.0
Stejar Strong Beer,2.0
"Harboe Pilsner 3,5%",2.0
South Africa Lager,2.0
Kingfisher Draught,2.0
"Maribo Slots Pilsner 2,8%",2.0
Brahma Light,2.0
Schleppe Märzen,2.0
Crikak,2.0
Spitzkrug Pils,2.0
Bière Rouge,2.0
Grizzly Peak White Ale,2.0
Rogue Puckered Guy,2.0
Royal Guard,2.0
Old World Peg Leg,2.0
Xtra Malt,2.0
Encino Dunkel,2.0
Borg Pilsener,2.0
Townsville Diggers,2.0
Daimajin,2.0
Porky's Porter,2.0
Die Weisse Hell,2.0
"Spendrups Julbrygd 2,1",2.0
Fuyunama,2.0
Ochakovo Svetloye,2.0
Summer Shot,2.0
Ackels Pur Malt,2.0
Miller Chill Lemon,2.0
Josef Hoffbauer Ice,2.0
Shark Bite IPA,2.0
Foxhound Lager,2.0
Sweet Tart,2.0
Mons Snowflake,2.0
